Summary,Sentiment
poignant lyricism run balzac little chinese seamstress transforms story love culture cinematic poem,1
nice piece work,1
moore better fingering problem finding solution though scratch surface least provides strong itch explore,1
match neorealism impact showing humanity war torn land filled people want live life,1
patience great reward,1
collateral damage might imagine every aggrieved father clich unturned,0
dazzling thing behold long wearing somewhat cumbersome goggles theater provides,1
suffocated conception munchausen proxy mum punish vehicle adore star,0
kilted jackson unsettling sight indicative kilter character ramble aimlessly ill conceived action piece,0
art house core read lip genre curling crime story revives free wheeling noir spirit old french cinema,1
high spirited buddy movie reunion berlin anarchist face arrest year crime,1
evokes little fear parent possible future child sometimes bad choice mother father make interest good,1
gentle melding drama comedy make time something true film buff enjoy,1
never lilo stitch reach emotion timelessness disney great past even recent success mulan tarzan,0
lilo stitch edgy piece disney animation hit silver screen first film use watercolor background since dumbo certainly rank original year,1
vividly demonstrates director hollywood blockbuster patriot game still turn small personal film emotional wallop,1
director brett morgen nanette burstein put together bold biographical fantasia,1
ejemplo de una cinta en que importa el talento de su reparto lo interesante que pudo haber resultado su premisa pues el resultado e francamente aburrido por momentos deplorable,0
gibney jarecki want string bastard,0
well executed spy thriller,1
powerful telling story examines forbidden love racial tension issue valid today,1
path ice age follows closely though one established warner bros giant chuck jones died matter week movie release,1
narc bull throwback action film zip along b movie verve adding rich detail go broke acting herald something special,1
come long laborious whine bellyaching paranoid unlikable man,0
kind inspired overblown enterprise give hollywood sequel bad name,0
zigzag might richer observant le densely plotted,0
offer new insight matter character exactly spring life,0
granddad le nouvelle vague jean luc godard continues baffle faithful game hide seek,0
masterpiece,1
formula dulled sens faster deeper recreational drug market,0
guzm n frustratingly refuse give pinochet crime political context distance material mostly admirable,1
sandra nettelbeck beautifully orchestrates transformation chilly neurotic self absorbed martha heart begin open,1
sorvino delightful central role nearly glow enthusiasm sensuality conniving wit,1
bored cage spent duration film shooting schedule waiting scream got aid yet,0
rare window artistic collaboration,1
terrible,0
stylish beautifully photographed far trouble worth fantasy mixing reality actor playing one role add confusion,0
ever wondered ending without input studio executive test audience would look like,1
welles unhappy prospect human race splitting two probably crazy great grandson movie splitting pretty much way,0
feel strangely hollow emotional core,0
question determine well schmaltz manufactured ass quality manipulative engineering average best afraid,0
psychological thriller smart script obsessive compulsive attention detail,1
mike white deft combination serious subject matter dark funny humor make good girl film worth watching,1
lanie professional success mean must failure life driven ambition know fun,0
freaky friday,0
andy garcia enjoys one richest role year mick jagger give best movie performance since well performance,1
george lucas return visionary tale full nuance character dimension,1
film tedious impossible care whether boast true,0
appeal vulgar sexist racist humour went head considering low brow perhaps snuck foot,0
many film simultaneously funny offbeat heartwarming without thick shmear goo least elling manages three quite well making one year enjoyable release,1
beyond handful mildly amusing line much laugh,0
say vapid vehicle downright doltish uneventful obvious telling country skunk severe body odor,0
